Session,Date,Speaker,Age,Record #,Group #,Tier,Range,Result,Orthography,IPA Target,IPA Actual,Exact Match,IPA Target CV,IPA Actual CV,CV Match,IPA Target Syllable Count,IPA Actual Syllable Count,Syllable Count Match
Nathan.10024b,19/11/2002,Nathan,01;00.24,700,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..4),yyy ↔ *; nẽː,yyy,*,ne,FALSE,*,CVː,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,2,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,4,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; aø,yyy,*,aø,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,9,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,33,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,34,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),xxx ↔ *; *,xxx,*,*,TRUE,*,*,TRUE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,36,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,37,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; ẽøː,yyy,*,eø,FALSE,*,VVː,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,57,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,60,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; hɛ,yyy,*,hɛ,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,62,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),yyy ↔ *; hø,yyy,*,hø,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,66,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..6),yyy ↔ *; ɥɛːʌwɛ,yyy,*,ɥɛʌwɛ,FALSE,*,GVːVGV,FALSE,1,5,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,67,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; øe,yyy,*,øe,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,67,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; øː,yyy,*,ø,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,68,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,68,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,68,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,69,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ʌ,yyy,*,ʌ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,70,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; øː,yyy,*,ø,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,72,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,79,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; øaː,yyy,*,øa,FALSE,*,VVː,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,81,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ʌ,yyy,*,ʌ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,92,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; aʌː,yyy,*,aʌ,FALSE,*,VVː,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,94,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ʌː,yyy,*,ʌ,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,95,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,95,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,97,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ʌ,yyy,*,ʌ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,100,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; bʌwa,yyy,*,bʌwa,FALSE,*,CVGV,FALSE,1,4,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,102,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,103,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ɛː,yyy,*,ɛ,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,104,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ɥɛ,yyy,*,ɥɛ,FALSE,*,GV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,106,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; jɛ,yyy,*,jɛ,FALSE,*,GV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,108,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,110,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; kɛ,yyy,*,kɛ,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,112,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,118,1,Orthography ↔ IPA Target; IPA Actual,(5..7) ↔ (0..1); (0..1),ah ↔ *; a,ah,*,a,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,121,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,124,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; baː,yyy,*,ba,FALSE,*,CVː,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,126,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),yyy ↔ *; mɛ,yyy,*,mɛ,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,129,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..4),yyy ↔ *; majɛ,yyy,*,majɛ,FALSE,*,CVGV,FALSE,1,4,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,132,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; køː,yyy,*,kø,FALSE,*,CVː,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,133,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; hɛː,yyy,*,hɛ,FALSE,*,CVː,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,136,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,136,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; hɛː,yyy,*,hɛ,FALSE,*,CVː,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,137,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,138,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,140,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,143,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,144,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,149,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; øː,yyy,*,ø,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,153,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; m,yyy,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,157,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,159,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,162,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,165,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,168,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,170,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; øẽ,yyy,*,øe,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,173,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ẽː,yyy,*,e,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,174,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; ʃala,yyy,*,ʃala,FALSE,*,CVCV,FALSE,1,4,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,178,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,185,1,Orthography ↔ IPA Target; IPA Actual,(7..9) ↔ (0..1); (0..2),là ↔ *; la,là,*,la,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,188,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..3),yyy ↔ *; dal,yyy,*,dal,FALSE,*,CVC,FALSE,1,3,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,191,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..2); (0..2),là ↔ la; da,là,la,da,FALSE,CV,CV,TRUE,2,2,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,193,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,199,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,205,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; põ,yyy,*,po,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,206,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; pɥa,yyy,*,pɥa,FALSE,*,CGV,FALSE,1,3,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,209,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),yyy ↔ *; pɛ,yyy,*,pɛ,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,211,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..1),mh ↔ *; m,mh,*,m,FALSE,*,C,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,215,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..3),yyy ↔ *; øaɛ,yyy,*,øaɛ,FALSE,*,VVV,FALSE,1,3,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,217,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,220,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,222,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,223,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,235,1,Orthography ↔ IPA Target; IPA Actual,(5..7) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,241,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,242,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; baː,yyy,*,ba,FALSE,*,CVː,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,246,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),yyy ↔ *; øa,yyy,*,øa,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,252,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; hø,yyy,*,hø,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,254,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; øːa,yyy,*,øa,FALSE,*,VːV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,260,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,260,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; ɡaɡa,yyy,*,ɡaɡa,FALSE,*,CVCV,FALSE,1,4,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,264,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..5),yyy ↔ *; awaɥa,yyy,*,awaɥa,FALSE,*,VGVGV,FALSE,1,5,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,264,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; wa,yyy,*,wa,FALSE,*,GV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,264,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; wa,yyy,*,wa,FALSE,*,GV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,264,4,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..6),yyy ↔ *; wawaaː,yyy,*,wawaa,FALSE,*,GVGVVː,FALSE,1,5,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,267,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; e,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,270,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ẽː,yyy,*,e,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,272,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,300,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,304,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,306,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,309,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; eøː,yyy,*,eø,FALSE,*,VVː,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,310,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,311,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; eː,yyy,*,e,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,311,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ɛː,yyy,*,ɛ,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,311,4,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,312,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; aː,yyy,*,a,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,312,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; kjʌ,yyy,*,kjʌ,FALSE,*,CGV,FALSE,1,3,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,316,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ʌ,yyy,*,ʌ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,317,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ʌ,yyy,*,ʌ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,318,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ʌː,yyy,*,ʌ,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,320,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; ʌɛː,yyy,*,ʌɛ,FALSE,*,VVː,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,321,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ẽ,yyy,*,e,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,322,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; kɥɛ,yyy,*,kɥɛ,FALSE,*,CGV,FALSE,1,3,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,323,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ka,yyy,*,ka,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,328,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..3),yyy ↔ *; ẽː,yyy,*,e,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,330,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..6),yyy ↔ *; ẽẽẽ,yyy,*,eee,FALSE,*,VVV,FALSE,1,3,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,334,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ɛ,yyy,*,ɛ,FALSE,*,V,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,337,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; mɛ,yyy,*,mɛ,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,342,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ɛː,yyy,*,ɛ,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,345,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..3),yyy ↔ *; pwɛ,yyy,*,pwɛ,FALSE,*,CGV,FALSE,1,3,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,361,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10024c,19/11/2002,Nathan,01;00.24,364,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..7),yyy ↔ *; mːdaøbɛ,yyy,*,mdaøbɛ,FALSE,*,CːCVVCV,FALSE,1,6,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,366,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; ɛʌ,yyy,*,ɛʌ,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,372,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),yyy ↔ *; la,yyy,*,la,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10024c,19/11/2002,Nathan,01;00.24,372,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),yyy ↔ *; ø,yyy,*,ø,FALSE,*,V,FALSE,1,1,TRUE
