Session,Date,Speaker,Age,Record #,Group #,Tier,Range,Result,Orthography,IPA Target,IPA Actual,Exact Match,IPA Target CV,IPA Actual CV,CV Match,IPA Target Syllable Count,IPA Actual Syllable Count,Syllable Count Match
Nathan.10012a,07/11/2002,Nathan,01;00.12,296,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,299,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..1),www ↔ *; *,www,*,*,TRUE,*,*,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,299,2,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,329,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,331,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,338,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),eh ↔ e; e,eh,e,e,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,342,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,342,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ma,yyy,*,ma,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10012a,07/11/2002,Nathan,01;00.12,345,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),eh ↔ e; eː,eh,e,e,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,346,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,351,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,353,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012a,07/11/2002,Nathan,01;00.12,355,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,12,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,16,1,Orthography ↔ IPA Target; IPA Actual,(5..7) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,18,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),eh ↔ e; e,eh,e,e,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,18,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,20,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,34,1,Orthography ↔ IPA Target; IPA Actual,(5..7) ↔ (0..1); (0..2),ah ↔ a; ʌw,ah,a,ʌw,FALSE,V,VG,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,35,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,35,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..3),ah ↔ a; haː,ah,a,ha,FALSE,V,CVː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,3,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..3),ah ↔ a; haː,ah,a,ha,FALSE,V,CVː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,6,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,7,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..3),ah ↔ a; haː,ah,a,ha,FALSE,V,CVː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,8,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,9,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,10,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..3),ah ↔ a; haː,ah,a,ha,FALSE,V,CVː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,41,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),yyy ↔ *; mmabø,yyy,*,mmabø,FALSE,*,CCVCV,FALSE,1,5,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,43,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,50,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..1),www ↔ *; *,www,*,*,TRUE,*,*,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,50,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..4),ah ↔ a; wʌaː,ah,a,wʌa,FALSE,V,GVVː,FALSE,1,3,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,55,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..3),ah ↔ a; aha,ah,a,aha,FALSE,V,VCV,FALSE,1,3,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,55,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,55,3,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; e,ah,a,e,FALSE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,57,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,57,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,65,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,66,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,66,2,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..3),ah ↔ a; aaa,ah,a,aaa,FALSE,V,VVV,FALSE,1,3,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,66,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; øaʌø,yyy,*,øaʌø,FALSE,*,VVVV,FALSE,1,4,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,75,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..5),yyy ↔ *; aːbaː,yyy,*,aba,FALSE,*,VːCVː,FALSE,1,3,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,76,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..3),yyy ↔ *; ata,yyy,*,ata,FALSE,*,VCV,FALSE,1,3,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,78,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..8),yyy ↔ *; tatatata,yyy,*,tatatata,FALSE,*,CVCVCVCV,FALSE,1,8,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,79,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..22),yyy ↔ *; kakakakakakakakakakaka,yyy,*,kakakakakakakakakakaka,FALSE,*,CVCVCVCVCVCVCVCVCVCVCV,FALSE,1,22,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,86,1,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,116,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; daː,yyy,*,da,FALSE,*,CVː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,116,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..4),yyy ↔ *; vʌwɛ,yyy,*,vʌwɛ,FALSE,*,CVGV,FALSE,1,4,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,125,1,Orthography ↔ IPA Target; IPA Actual,(7..10) ↔ (0..1); (0..9),yyy ↔ *; tapapataː,yyy,*,tapapata,FALSE,*,CVCVCVCVː,FALSE,1,8,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,145,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; øːa,yyy,*,øa,FALSE,*,VːV,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,148,1,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..2); (0..2),ba@b ↔ ba; ba,ba@b,ba,ba,TRUE,CV,CV,TRUE,2,2,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,150,1,Orthography ↔ IPA Target; IPA Actual,(0..4) ↔ (0..2); (0..2),ba@b ↔ ba; ba,ba@b,ba,ba,TRUE,CV,CV,TRUE,2,2,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,152,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,154,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),mhm ↔ m; mʀː,mhm,m,mʀ,FALSE,C,CCː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,156,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; wa,yyy,*,wa,FALSE,*,GV,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,158,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,160,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; əa,yyy,*,əa,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,162,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),yyy ↔ *; əːa,yyy,*,əa,FALSE,*,VːV,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,164,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..3),yyy ↔ *; ɡʀː,yyy,*,ɡʀ,FALSE,*,CCː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,168,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),yyy ↔ *; ea,yyy,*,ea,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,170,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..2),yyy ↔ *; aa,yyy,*,aa,FALSE,*,VV,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,172,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,180,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,182,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,198,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; ba,yyy,*,ba,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,198,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),yyy ↔ *; maːmʌ,yyy,*,mamʌ,FALSE,*,CVːCV,FALSE,1,4,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,198,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..6),yyy ↔ *; okɔkʌː,yyy,*,okɔkʌ,FALSE,*,VCVCVː,FALSE,1,5,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,200,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,200,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,202,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; bʌ,yyy,*,bʌ,FALSE,*,CV,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,204,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,206,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,206,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,206,3,Orthography ↔ IPA Target; IPA Actual,(2..4) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,208,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,213,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..7),yyy ↔ *; mɡaːtøː,yyy,*,mɡatø,FALSE,*,CCVːCVː,FALSE,1,5,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,215,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,227,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,235,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),yyy ↔ *; øː,yyy,*,ø,FALSE,*,Vː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,238,1,Orthography ↔ IPA Target; IPA Actual,(7..10) ↔ (0..1); (0..3),yyy ↔ *; mmː,yyy,*,mm,FALSE,*,CCː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,240,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,246,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..4),ah ↔ a; aːøː,ah,a,aø,FALSE,V,VːVː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,246,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,246,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..9),yyy ↔ *; awawawaːm,yyy,*,awawawam,FALSE,*,VGVGVGVːC,FALSE,1,8,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,253,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,253,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),mhm ↔ m; mmːmː,mhm,m,mmm,FALSE,C,CCːCː,FALSE,1,3,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,253,3,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..3),mhm ↔ m; mmː,mhm,m,mm,FALSE,C,CCː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,256,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,256,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,261,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..7),yyy ↔ *; eeːeːeː,yyy,*,eeee,FALSE,*,VVːVːVː,FALSE,1,4,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,268,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,270,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,272,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,291,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..1),www ↔ *; *,www,*,*,TRUE,*,*,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,291,2,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),yyy ↔ *; akoko,yyy,*,akoko,FALSE,*,VCVCV,FALSE,1,5,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,319,1,Orthography ↔ IPA Target; IPA Actual,(5..8) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,319,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,321,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,323,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,325,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,326,1,Orthography ↔ IPA Target; IPA Actual,(2..5) ↔ (0..1); (0..5),mhm ↔ m; mmamː,mhm,m,mmam,FALSE,C,CCVCː,FALSE,1,4,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,326,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..6),ah ↔ a; aːaːaː,ah,a,aaa,FALSE,V,VːVːVː,FALSE,1,3,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,12,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..2),mhm ↔ m; mː,mhm,m,m,TRUE,C,Cː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,16,1,Orthography ↔ IPA Target; IPA Actual,(5..7) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,18,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),eh ↔ e; e,eh,e,e,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,18,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..2),ah ↔ a; aː,ah,a,a,TRUE,V,Vː,FALSE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,20,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,34,1,Orthography ↔ IPA Target; IPA Actual,(5..7) ↔ (0..1); (0..2),ah ↔ a; ʌw,ah,a,ʌw,FALSE,V,VG,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,35,1,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,35,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..3),ah ↔ a; haː,ah,a,ha,FALSE,V,CVː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,2,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,3,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..3),ah ↔ a; haː,ah,a,ha,FALSE,V,CVː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,6,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,7,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..3),ah ↔ a; haː,ah,a,ha,FALSE,V,CVː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,8,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,9,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..1),ah ↔ a; a,ah,a,a,TRUE,V,V,TRUE,1,1,TRUE
Nathan.10012b,07/11/2002,Nathan,01;00.12,37,10,Orthography ↔ IPA Target; IPA Actual,(0..2) ↔ (0..1); (0..3),ah ↔ a; haː,ah,a,ha,FALSE,V,CVː,FALSE,1,2,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,41,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..5),yyy ↔ *; mmabø,yyy,*,mmabø,FALSE,*,CCVCV,FALSE,1,5,FALSE
Nathan.10012b,07/11/2002,Nathan,01;00.12,43,1,Orthography ↔ IPA Target; IPA Actual,(0..3) ↔ (0..1); (0..1),mhm ↔ m; m,mhm,m,m,TRUE,C,C,TRUE,1,1,TRUE
